Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Amazon Warehousing Worker (Benefits Included) (Part-Time),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Abington, MA - 02351",3.9,"Amazon
3.9","Abington, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Amazon Warehousing Worker (Benefits Included) (Immediately Hiring),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: South Easton, MA - 02375",3.9,"Amazon
3.9","South Easton, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouser (Benefits Included) - Earn up to $19/hr,-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Sharon, MA - 02067",3.9,"Amazon
3.9","Sharon, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouse Worker (Benefits Included) - Earn up to $19/hr,-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Holbrook, MA - 02343",3.9,"Amazon
3.9","Holbrook, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Amazon Warehouse Attendant (Hiring for Immediate Openings),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Abington, MA - 02351",3.9,"Amazon
3.9","Abington, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Amazon Warehouse Attendant (Benefits Included) (Part-Time),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Holbrook, MA - 02343",3.9,"Amazon
3.9","Holbrook, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouser (Start Earning),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Randolph, MA - 02368",3.9,"Amazon
3.9","Randolph, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouse Attendant (Start Earning),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Sharon, MA - 02067",3.9,"Amazon
3.9","Sharon, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Amazon Warehousing Worker (Picker/Packer),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Brockton, MA - 02304",3.9,"Amazon
3.9","Brockton, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouse Worker (Start Earning),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Brockton, MA - 02304",3.9,"Amazon
3.9","Brockton, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouse Attendant (Hiring for Immediate Openings),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: East Walpole, MA - 02032",3.9,"Amazon
3.9","East Walpole, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Warehouse Attendant (Hiring Immediately),-1,"Hourly pay rate:
Earn $16.00-$19.00/hr*, plus benefits
The base pay for this role is $16.00/hr. We are offering temporary shift premiums through Dec 2020.
Earn $3/hr more when you select an early morning (3:00am-7:00am) shift for $19.00/hr pay*

Location:
Stoughton, MA
Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Seasonal part-time jobs available now. Training is provided, no experience necessary.

Amazon remains open as an essential business to serve our communities delivering critical supplies directly to the doorsteps of people who need them. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page.
Join Amazon and become part of the dedicated team that gets orders ready for customers.
Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Here are some of the things you’ll get to do:
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers
This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed.
You’ll work about 15-20 hours for part-time and 35-40 for full-time each week. Weekday and weekend hours are available. If you’d like to work more hours, you can choose to work more shifts when they are available.
Candidates must be 18 years or older with the ability to read and speak English for safety purposes.

Reasons you’ll love working here:
Health and safety are a top priority with all of our roles and sites. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep people healthy.
Career development: Many of our entry-level employees become leaders in operations, HR, and other areas. See where your Amazon journey can take you.
Earn more: You can expect a competitive wage and reliable pay check when you work for Amazon.
Benefits: Our range of benefits can include health care starting on day one, employee discounts, 401(k) savings plans, paid time off and more! Find out which benefits you'll get after you choose your role with us.
Flexible hours: Choose from available shifts to create a part-time schedule that works for you.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
PandoLogic. Keywords: Warehouse Worker, Location: Sharon, MA - 02067",3.9,"Amazon
3.9","Sharon, MA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
